UID,Age,RenovAge,Distance,IsRenovated,AgeSq,InteractionAgeDistance,LogInteraction,SubType,AdCreationAge,AskingPricePerSqm,SquareMeters,LandplotSize,NoView,ViewForest,ViewMountain,ViewSea,ViewUnlimited,NoFacade,FacadeCorner,FacadeFrontage,FacadeInterior,FacadeThrough,HeatType,HeatFrom,EnergyPerformance,WC,AC,Elevator,Parking,StorageRoom,AluminumFrames,Bedrooms,Pool,Garden,FloorLevel,FloorCount,GeoLat,GeoLon,ZoneValue,MarketabillityFactor,AskingPrice,AdminName
property_01KP5VCB92GEGHNQA5HZTZ7NY1,46,5,41,1,2116,1886,157.8560516701124,apartment,5,16.25,80,80,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Ε,1,1,0,0,0,1,2,0,0,1,1,37.9150496,23.7128165,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VCB9340A3GFDDQ27YFAD4,46,5,41,1,2116,1886,157.8560516701124,apartment,5,18.75,80,80,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Ε,1,1,0,0,0,1,2,0,0,1,1,37.9150496,23.7128165,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VANY11D8A5GA42ZQAX92J,46,3,43,1,2116,1978,165.5563468735325,apartment,19,15.833333333333334,90,90,0,0,0,0,0,0,0,0,0,0,central_heating,,Η,1,0,0,0,0,0,2,0,0,5,1,37.9151686,23.7078921,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VTTJ92983E3WDZVTZ68SY,46,46,0,0,2116,0,0,apartment,19,16,75,75,0,0,0,0,0,0,0,1,0,1,,,Γ,1,1,0,0,0,1,2,0,0,2,1,37.9152077,23.7158315,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5W8KMYKSR59DWYYDVFV9RD,46,2,44,1,2116,2024,169.40649447524257,apartment,6,16.417910447761194,67,67,0,0,0,0,0,0,0,0,0,0,,,Γ,1,0,0,0,0,1,1,0,0,3,1,37.9152454,23.7096375,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TY3F3F8QHQAXANS40TJHJ,46,2,44,1,2116,2024,169.40649447524257,apartment,15,17.857142857142858,140,140,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Γ,2,1,0,0,1,1,3,0,0,5,1,37.9156277,23.708847,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VWMM2RTYG49HXG99A99ZS,46,1,45,1,2116,2070,173.25664207695263,apartment,2,16.428571428571427,70,70,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Β+,1,0,0,0,0,1,2,0,0,3,1,37.9161024,23.7523808,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VCXYG17Q1NYW0034DDRBD,46,46,0,0,2116,0,0,apartment,6,12.666666666666666,90,90,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Η,1,1,0,1,0,0,2,0,0,1,1,37.9162565,23.706125,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VCB8ZSF4FCS6BD24M48KM,46,46,0,0,2116,0,0,apartment,7,15.363636363636363,110,110,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Η,2,1,0,0,0,0,3,0,0,3,1,37.9163041,23.7057234,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVKRF68S8MPWFCD1TS1,46,8,38,1,2116,1748,146.30560886498222,apartment,15,13.076923076923077,130,130,0,0,0,0,0,0,0,1,0,0,autonomous_central,,Β,1,1,0,0,0,1,3,0,0,4,1,37.9164208,23.7056795,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VQP48B3DXXVM334A40902,46,46,0,0,2116,0,0,maisonette,6,15.217391304347826,92,92,0,0,0,0,0,0,0,0,0,1,autonomous_individual,oil,Γ,1,1,0,1,1,1,2,0,1,0,1,37.9169693,23.7304282,1650,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3WFHR7FQ53G8N995R0QNQJ,46,46,0,0,2116,0,0,apartment,7,9.523809523809524,126,126,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Η,1,0,0,0,0,1,3,0,0,4,1,37.9170085,23.7140604,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VK2M2HS0QGCKFS3B95GT6,46,1,45,1,2116,2070,173.25664207695263,apartment,6,9.20353982300885,113,113,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Δ,1,1,0,1,0,0,3,0,0,5,1,37.9175982,23.7072861,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VSR53RXDZWW0PBV2HD4EN,46,46,0,0,2116,0,0,apartment,6,10.377358490566039,106,106,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Δ,1,1,0,0,0,1,2,0,0,1,1,37.9195819,23.7014916,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V6ND5HN36PZFNVR715PES,46,14,32,1,2116,1472,123.20472325472187,apartment,13,16.666666666666668,120,120,0,0,0,1,0,0,1,0,0,0,central_heating,natural_gas,Ζ,1,1,0,0,0,1,3,0,0,5,1,37.9198707,23.7020701,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TRPCMHWR2M460SGV55BG8,46,46,0,0,2116,0,0,apartment,26,16.96969696969697,165,600,0,0,0,1,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,2,1,0,0,0,1,4,0,0,5,1,37.9209895,23.6988546,2850,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVHMZPN3QN9B0RHEQEP,46,11,35,1,2116,1610,134.75516605985206,apartment,1,15.217391304347826,138,138,0,0,0,1,0,0,0,1,0,1,central_heating,natural_gas,Δ,1,1,0,1,1,1,3,0,0,5,1,37.921213,23.6982877,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W3H0HNEE6R2773E3KCSND,46,46,0,0,2116,0,0,apartment,0,9.166666666666666,120,120,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Η,1,0,0,0,1,1,3,0,0,1,1,37.9213814,23.7143535,2350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W59G080Y2H56XVBKYJ6SQ,46,11,35,1,2116,1610,134.75516605985206,apartment,2,13.768115942028986,138,138,0,0,0,1,0,0,0,0,0,1,central_heating,natural_gas,Δ,1,1,0,1,1,1,3,0,0,5,1,37.9214958,23.6985091,2850,1.6,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TS7MQE0ZHAJVN8VY8YGG5,46,46,0,0,2116,0,0,detached_house,5,6.875,160,160,0,0,1,0,0,0,0,1,0,1,autonomous_central,oil,Ε,2,1,0,0,1,1,2,0,1,0,2,37.9215182,23.7630519,1750,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQ5XJR41FPNDVV932655J,46,1,45,1,2116,2070,173.25664207695263,apartment,9,12.222222222222221,90,90,0,0,0,1,0,0,0,1,0,1,central_heating,oil,Δ,1,1,0,0,0,0,1,0,1,4,1,37.9215793,23.6985636,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VWMM5FMEAD0DTDYMT826M,46,3,43,1,2116,1978,165.5563468735325,apartment,19,18.666666666666668,75,75,0,0,0,1,0,0,1,1,0,1,central_heating,natural_gas,Γ,1,1,0,0,1,1,2,0,1,1,1,37.9217635,23.696901,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VJYJJCRVTZQGG98W87KSQ,46,46,0,0,2116,0,0,detached_house,1,6.875,160,160,0,1,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,0,1,0,0,0,1,2,0,1,0,2,37.922081,23.7638367,1750,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3W1XGZNPHJKD3E3MGPDDEM,46,4,42,1,2116,1932,161.70619927182244,apartment,19,9.848484848484848,132,132,0,0,1,0,0,0,1,1,0,1,autonomous_individual,natural_gas,Ε,1,0,0,0,1,0,3,0,0,5,1,37.922166,23.7031805,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VTAH8K0Y40HZ5381RTM6D,46,46,0,0,2116,0,0,apartment,8,13.372093023255815,86,86,0,0,0,0,0,0,0,0,0,0,central_heating,natural_gas,Β+,1,1,0,0,0,0,1,0,0,1,1,37.9226742,23.6999186,2850,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VP17MTPXHD50ZEBPZ5ZPA,46,2,44,1,2116,2024,169.40649447524257,apartment,10,14.444444444444445,90,90,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Β,1,0,0,0,0,0,2,0,1,0,1,37.9229245,23.7090509,2350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5WF87RWJ58SQB8J2H6EWW8,46,2,44,1,2116,2024,169.40649447524257,apartment,2,19.285714285714285,70,70,0,0,0,1,0,0,0,0,0,0,autonomous_individual,,Ε,2,0,0,0,1,0,2,0,0,2,1,37.9230465,23.6980484,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TYRVJC8FSES9DNF6ETA85,46,11,35,1,2116,1610,134.75516605985206,apartment,2,15.217391304347826,138,138,0,0,0,1,0,0,0,0,0,1,central_heating,natural_gas,Δ,1,1,0,1,1,1,3,0,0,5,1,37.9232659,23.6951094,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VDEWN3PZD9MS3NKRGJETJ,46,3,43,1,2116,1978,165.5563468735325,apartment,1,9.545454545454545,110,110,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Γ,1,1,0,1,1,1,3,0,0,1,1,37.92337430000001,23.7001974,2850,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVHMZPN3QN99Z20S48S,46,5,41,1,2116,1886,157.8560516701124,apartment,8,11,150,150,0,0,0,0,0,0,1,1,0,0,central_heating,natural_gas,Ε,1,0,0,0,0,1,2,0,0,2,1,37.923432,23.6945211,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3WH82BXEERZDGFWCAET4WM,46,2,44,1,2116,2024,169.40649447524257,apartment,13,16,125,125,0,0,0,0,0,0,0,0,1,0,autonomous_central,natural_gas,Γ,2,1,0,0,0,0,3,0,0,1,1,37.9238527,23.6931856,2850,2.2,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VHY7P93RY347701SWSYE6,46,46,0,0,2116,0,0,apartment,9,12.272727272727273,110,110,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Β,1,0,0,0,0,1,3,0,0,4,1,37.9238913,23.7164066,2350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V8XF4CM60S073BRBBCHPM,46,46,0,0,2116,0,0,apartment,25,11.428571428571429,140,140,0,0,0,0,0,0,1,0,0,0,,,Δ,1,1,0,0,0,1,3,0,0,1,1,37.9240015,23.6935628,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VR0BDX8GVWQ5HWVWCS2WA,46,8,38,1,2116,1748,146.30560886498222,maisonette,1,9.411764705882353,170,170,0,0,0,1,0,0,0,0,0,0,autonomous_central,natural_gas,Δ,2,1,0,1,1,1,3,0,0,7,2,37.9245617,23.6929187,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TXHN2YBK964QGTBGYKM11,46,1,45,1,2116,2070,173.25664207695263,apartment,8,12.666666666666666,150,150,0,0,0,0,0,0,1,1,0,0,central_heating,natural_gas,Ζ,1,1,0,1,0,1,3,0,0,1,1,37.9245813,23.6972014,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VPBP5VDZK9P6YNE0CT9FG,46,16,30,1,2116,1380,115.50442805130176,apartment,18,18.91891891891892,185,185,0,0,0,1,0,0,1,1,0,1,central_heating,oil,,1,1,0,1,1,1,2,0,0,3,1,37.9248767,23.692034,2850,2.2,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VFTK308Q09YV9MMV3S13J,46,46,0,0,2116,0,0,apartment,34,13.48314606741573,89,89,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,2,0,0,7,1,37.9252706,23.6992935,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3XQD2M4TPXYZWKXAK04F1P,46,46,0,0,2116,0,0,apartment,1,10.81081081081081,111,111,0,0,0,1,0,0,1,0,0,1,autonomous_individual,oil,Δ,1,1,0,1,1,0,2,0,0,6,1,37.925529,23.6927244,2850,1.6,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W8T3QMD6H6SYZGH9941XK,46,5,41,1,2116,1886,157.8560516701124,apartment,1,15.384615384615385,130,130,0,0,0,0,0,0,0,0,0,0,autonomous_individual,natural_gas,Ε,1,0,0,1,1,1,3,0,0,4,1,37.9255605,23.6950321,2850,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VNHYPGXVC48B98HFZAXQW,46,46,0,0,2116,0,0,apartment,3,11.827956989247312,93,93,0,0,0,1,0,0,0,0,0,1,autonomous_central,oil,Β,1,1,0,1,1,0,2,0,0,7,1,37.9258927,23.6948072,2750,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VCB8ZSF4FCS6BCQ5WMAE5,46,46,0,0,2116,0,0,apartment,19,15.625,80,80,0,0,0,0,0,0,1,0,0,1,autonomous_individual,natural_gas,Δ,1,1,0,0,0,1,2,0,0,1,1,37.9260078,23.695737,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VTTJ775C77Q6V1KXBANT5,46,3,43,1,2116,1978,165.5563468735325,apartment,22,22.472972972972972,74,74,0,0,0,0,0,0,0,0,1,0,central_heating,oil,Ζ,1,0,0,0,0,0,2,0,0,1,1,37.9270485,23.6938381,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TYRV1KXXYMGHF27MFTPKC,46,10,36,1,2116,1656,138.6053136615621,apartment,13,15.217391304347826,115,115,0,0,0,0,0,0,0,1,0,1,autonomous_individual,electricity,Ε,1,1,0,0,1,1,2,0,0,1,1,37.927269,23.6927252,2750,3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VA15EE3B1XEZ9MDXAASFX,46,0,46,1,2116,2116,177.1067896786627,apartment,3,11.881188118811881,101,101,0,0,0,0,0,0,0,1,0,1,autonomous_individual,electricity,Γ,2,1,0,0,0,1,2,0,0,2,1,37.9273235,23.6923776,2750,3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN759Y451K3C4HBFA2AZDDPP,46,0,46,1,2116,2116,177.1067896786627,maisonette,2,10.15625,128,128,0,0,0,1,0,0,0,0,0,1,central_heating,,Γ,2,1,0,0,0,1,3,0,0,2,1,37.9279839,23.6428985,1900,1.3,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5VANY56G0773HXQ8MB8X40,46,6,40,1,2116,1840,154.00590406840234,apartment,5,11.666666666666666,90,90,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Γ,1,1,0,0,1,1,2,0,1,3,1,37.9291045,23.6881413,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VQP3Z1D7BCWJEBZ4RF4GP,46,46,0,0,2116,0,0,apartment,8,9.545454545454545,110,110,0,0,0,1,0,0,0,1,0,0,autonomous_individual,natural_gas,Δ,1,1,0,0,0,1,2,0,0,3,1,37.929322,23.6897229,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VA15FDMPGJ8GGB9NBS8GJ,46,1,45,1,2116,2070,173.25664207695263,apartment,5,13.529411764705882,85,85,0,0,0,0,0,0,0,0,0,0,autonomous_individual,electricity,Β,1,1,0,1,0,0,2,0,0,4,1,37.9295177,23.6942982,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5W32JX6XSYXH8AWNYRBHT0,46,2,44,1,2116,2024,169.40649447524257,apartment,12,18.055555555555557,72,72,0,0,0,0,0,0,0,1,0,1,no_heating,,Η,1,1,0,0,0,1,2,0,0,1,1,37.92954820000001,23.6896712,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5W4VW6T7EEEA09JKWJH5QY,46,1,45,1,2116,2070,173.25664207695263,apartment,11,24,50,50,0,1,0,0,0,0,0,0,0,0,autonomous_central,,Α+,1,1,0,0,0,1,1,0,0,7,1,37.92954820000001,23.6896712,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VQP44SC6VMJC68KJ35407,46,1,45,1,2116,2070,173.25664207695263,apartment,10,16,100,100,0,0,0,0,0,0,0,1,0,0,autonomous_central,natural_gas,Δ,1,1,0,0,1,1,2,0,0,3,1,37.92954820000001,23.6896712,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TY3EWJKNH8ADTX6HRSN6A,46,3,43,1,2116,1978,165.5563468735325,apartment,14,10.066666666666666,150,150,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Β,1,1,0,1,0,0,3,0,0,3,1,37.9296023,23.6921418,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VYDQB25E1K4F1QQCDG378,46,46,0,0,2116,0,0,apartment,12,13.947368421052632,76,76,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Δ,1,1,0,0,0,0,2,0,0,3,1,37.9300643,23.6951052,2300,1.8,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V052B4WAD2H41D3SBRNZQ,46,46,0,0,2116,0,0,apartment,19,10.655737704918034,122,122,0,0,0,0,0,0,0,0,0,1,autonomous_individual,natural_gas,Δ,1,1,0,1,0,1,3,0,0,1,1,37.9303101,23.7059415,2150,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W3H039CESRNC9440CCEMN,46,0,46,1,2116,2116,177.1067896786627,apartment,0,8.4,125,125,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Β,2,0,0,0,1,1,3,0,1,0,1,37.9304232,23.7103076,2150,1.6,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VH9T73829SE3DEK87BAPF,46,46,0,0,2116,0,0,apartment,0,6.857142857142857,175,1000,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Γ,1,0,0,0,1,1,3,0,1,2,1,37.9304353,23.6934489,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR4124YWC6R32APASTMKSEDK,46,46,0,0,2116,0,0,apartment,10,24,50,50,0,0,0,0,0,0,0,0,0,0,autonomous_individual,oil,Α+,1,1,0,0,0,1,1,0,0,7,1,37.9306501,23.6907509,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TY3FG4YVHA8PPG7WMWGMC,46,46,0,0,2116,0,0,apartment,13,8.148148148148149,135,135,0,0,0,0,0,0,0,0,0,0,central_heating,natural_gas,,2,0,0,0,0,1,3,0,0,7,1,37.93100159999999,23.6919187,2750,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TX0CHYYBE9JQYHX5S6WTH,46,7,39,1,2116,1794,150.15575646669228,apartment,20,13.333333333333334,165,165,0,0,0,0,0,0,0,0,0,0,central_heating,,Δ,0,1,0,0,1,1,2,0,0,4,1,37.9312127,23.6883307,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V052B4WAD2H41CGFHXC90,46,46,0,0,2116,0,0,apartment,4,11.290322580645162,124,124,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Ζ,1,1,0,1,1,1,3,0,0,6,1,37.931217,23.6913998,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN75AWE5E93NYH8N9KRT5B50,46,0,46,1,2116,2116,177.1067896786627,apartment,2,15.625,80,80,0,0,1,1,0,0,1,1,0,0,central_heating,oil,Εξαιρείται,1,1,0,0,0,1,2,0,0,2,1,37.9313163,23.6460389,1750,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5VE2J1M03T01QP8BYZ9BVQ,46,46,0,0,2116,0,0,apartment,2,11.386138613861386,101,101,0,0,0,1,0,0,1,0,0,1,central_heating,oil,Α,2,1,0,0,1,1,2,0,0,6,1,37.9313747,23.6905305,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3Z5X205ZG6NQ5N6TPJTFEA,46,46,0,0,2116,0,0,apartment,13,16.119402985074625,67,67,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Γ,1,1,0,0,0,0,2,0,0,5,1,37.9314257,23.6897364,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VK2KX1T18Q2QFHK0Z1E2W,46,3,43,1,2116,1978,165.5563468735325,apartment,2,10.81081081081081,111,111,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Δ,1,1,0,0,0,1,3,0,0,0,1,37.9315797,23.692767,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3WJXFMYKQ5WGTC2V9M0P7W,46,46,0,0,2116,0,0,maisonette,1,15.714285714285714,140,140,0,0,0,1,0,0,1,0,0,1,central_heating,natural_gas,Γ,2,1,0,0,0,1,3,0,0,6,1,37.9318568,23.6886746,2300,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN75AWDTEHR2T33KWVZPG2PC,46,0,46,1,2116,2116,177.1067896786627,apartment,2,7.857142857142857,140,140,0,0,0,1,0,0,1,1,0,1,central_heating,natural_gas,Β,1,0,0,0,1,1,3,0,0,5,1,37.9322577,23.6350209,1900,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AWE1V5M023555S6QY2Z4,46,1,45,1,2116,2070,173.25664207695263,apartment,7,12.631578947368421,95,95,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Α+,1,1,0,0,0,1,2,0,0,2,1,37.9339196,23.6451845,1750,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75BC56BK6GB4QG97WZBSA3,46,3,43,1,2116,1978,165.5563468735325,apartment,31,18.571428571428573,70,70,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Ε,1,0,0,0,0,1,2,0,0,6,1,37.9348668,23.6450721,1750,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5VGFSTRFP54E29E112C9BH,46,1,45,1,2116,2070,173.25664207695263,apartment,10,13.333333333333334,90,90,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Α+,1,1,0,0,0,1,2,0,0,0,1,37.9357805,23.7025249,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN75AWDWCGQ2QSSS74YRJCBD,46,46,0,0,2116,0,0,apartment,8,12.5,120,120,0,0,0,1,0,0,1,1,0,1,central_heating,oil,Δ,1,0,0,0,1,1,3,0,0,7,1,37.9358702,23.6514865,2100,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AWE1V5M023555G4B3HG4,46,3,43,1,2116,1978,165.5563468735325,apartment,5,10,120,120,0,0,0,0,0,0,0,1,0,0,central_heating,oil,Δ,1,0,0,0,1,1,3,0,0,0,1,37.9358815,23.6504283,2100,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KR3WVNET53HH6TGYZNG7PMMA,46,3,43,1,2116,1978,165.5563468735325,apartment,1,13,100,100,0,0,0,1,0,0,0,1,0,1,central_heating,oil,Ε,1,0,0,0,0,1,2,0,0,2,1,37.9359849,23.6456719,1750,1.5,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5TY3FCTH6CAZSNBYNKZKFY,46,46,0,0,2116,0,0,apartment,5,10,120,120,0,0,0,1,0,0,0,1,0,1,central_heating,oil,Ε,1,0,0,0,1,1,2,0,0,7,1,37.9364456,23.6513458,2100,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN759Y432NTFMTEGSBCVKARB,46,46,0,0,2116,0,0,apartment,24,20.689655172413794,58,58,0,0,0,0,0,0,0,0,0,0,central_heating,oil,Β+,0,1,0,0,0,0,1,0,0,3,1,37.9373471,23.6536132,2100,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AWDSCS8QKX0QKS5JTE54,46,46,0,0,2116,0,0,apartment,20,12.5,160,160,0,0,0,1,0,0,0,1,0,1,autonomous_central,natural_gas,Ζ,1,0,0,0,0,1,3,0,0,6,1,37.9390274,23.6511996,2100,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN759Y3XJA46PH6ZXP6SN9S9,46,2,44,1,2116,2024,169.40649447524257,detached_house,5,12.67605633802817,213,213,0,0,0,1,0,0,0,0,0,0,,,Ε,3,0,0,0,0,1,4,0,0,-1,4,37.9390982,23.6587161,2100,1.2,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AC0VW3DDBZM7RHWM1KS5,46,1,45,1,2116,2070,173.25664207695263,apartment,12,26.402640264026402,303,303,0,0,0,1,0,0,1,1,0,1,autonomous_central,electricity,Β,3,0,0,0,1,1,3,0,0,6,1,37.9393459,23.6416857,1900,1.3,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75BC59SX2BPM1VC3137QVX,46,1,45,1,2116,2070,173.25664207695263,apartment,7,15.753424657534246,73,73,0,0,0,1,0,0,0,1,0,1,autonomous_individual,natural_gas,Α+,2,1,0,0,0,1,2,0,0,2,1,37.93981309999999,23.643991,1700,4.2,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN759G4M95EM9AJZX7M214ES,46,1,45,1,2116,2070,173.25664207695263,apartment,7,15.789473684210526,76,76,0,0,0,0,0,0,0,1,0,0,no_heating,,Α+,1,1,0,0,0,0,2,0,0,2,1,37.9400377,23.648022,1700,1.7,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN759G4B66D2ED5NBD4A4VJC,46,6,40,1,2116,1840,154.00590406840234,detached_house,12,15.833333333333334,120,120,0,0,0,1,0,0,0,1,0,1,autonomous_individual,oil,Δ,2,0,0,0,0,1,3,0,0,0,1,37.9401909,23.6583039,1800,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5W5D2AZG446BE8723B7C68,46,46,0,0,2116,0,0,apartment,4,17.5,60,60,0,0,0,0,0,0,0,0,0,1,central_heating,oil,Α+,1,1,0,0,0,0,1,0,0,5,1,37.9402044,23.7144057,1950,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
